,participant,valence_diff,arousal_diff,mood_valence,mood_arousal,age,race,gender,key
14624,262,-1.5847176079734218,1.2159468438538208,0.0,-1.0,19,Caucasian (or White),Male,1
14625,260,1.039867109634551,-1.3554817275747508,-1.0,-1.0,38,Caucasian (or White),Female,1
14626,188,-0.6079734219269102,0.1196013289036548,2.0,2.0,53,Caucasian (or White),Male,1
14627,147,-1.2823920265780728,0.691029900332226,-2.0,-2.0,36,African American (or Black),Female,0
14628,17,0.9767441860465116,-0.6578073089700998,2.0,2.0,31,Prefer not to answer,Female,0
14629,191,-0.2591362126245848,-0.4451827242524917,-2.0,-2.0,70,Native American (or American Indian),Male,0
14630,67,0.5083056478405314,-0.8073089700996676,-1.0,1.0,57,Caucasian (or White),Female,1
14631,91,-1.2259136212624586,0.5083056478405319,-2.0,-1.0,51,Caucasian (or White),Male,1
14632,207,-1.681063122923588,0.7707641196013291,-1.0,0.0,66,Caucasian (or White),Male,0
14633,210,-0.7242524916943522,1.1661129568106312,0.0,-1.0,19,Hispanic American (or Latino),Male,1
14634,285,-0.5249169435215948,0.6445182724252492,1.0,1.0,39,Caucasian (or White),Female,1
14635,224,-0.5282392026578071,1.1395348837209305,1.0,0.0,26,Caucasian (or White),Male,0
14636,179,-0.0398671096345517,-0.3322259136212624,-1.0,-1.0,40,African American (or Black),Female,1
14637,86,0.9534883720930236,0.0398671096345513,0.0,0.0,53,Caucasian (or White),Female,0
14638,177,0.8438538205980066,0.0598006644518274,-2.0,0.0,60,Caucasian (or White),Male,1
14639,211,1.1262458471760797,-1.0664451827242525,0.0,0.0,26,Caucasian (or White),Female,0
14640,24,-0.7607973421926908,0.691029900332226,0.0,-1.0,27,African American (or Black),Female,1
14641,88,0.558139534883721,-0.8106312292358802,0.0,0.0,42,Caucasian (or White),Female,1
14642,111,0.0299003322259134,-0.5016611295681064,0.0,0.0,57,Asian American (or Pacific Islander),Female,0
14643,135,-0.9534883720930232,0.7973421926910298,0.0,0.0,54,Caucasian (or White),Male,1
14644,251,-0.3222591362126246,-0.212624584717608,0.0,-1.0,56,Caucasian (or White),Female,0
14645,22,1.0199335548172757,-1.079734219269103,1.0,1.0,25,African American (or Black),Male,0
14646,139,-1.2325581395348837,0.8338870431893688,-2.0,-2.0,71,Caucasian (or White),Male,0
14647,221,0.3421926910299002,-0.1461794019933555,-1.0,0.0,31,Caucasian (or White),Male,0
14648,144,0.6046511627906976,-0.9368770764119604,-1.0,1.0,58,Caucasian (or White),Female,0
14649,125,-0.9933554817275748,1.4916943521594686,0.0,0.0,32,Caucasian (or White),Male,1
14650,117,-0.1960132890365447,-0.1694352159468439,1.0,1.0,41,Asian American (or Pacific Islander),Female,0
14651,183,-0.1063122923588042,0.2591362126245844,-1.0,-1.0,62,Caucasian (or White),Male,0
14652,40,0.9601328903654488,-1.0398671096345518,0.0,-1.0,57,Caucasian (or White),Female,1
14653,117,-0.3654485049833886,0.5880398671096345,0.0,0.0,41,Asian American (or Pacific Islander),Female,0
14654,101,1.1926910299003324,-0.4518272425249172,0.0,0.0,27,Caucasian (or White),Female,0
14655,79,0.2292358803986709,-0.3787375415282392,1.0,1.0,29,Caucasian (or White),Male,1
14656,252,0.5780730897009967,-1.318936877076412,0.0,1.0,59,Hispanic American (or Latino),Female,0
14657,184,1.1229235880398671,-0.7308970099667773,1.0,0.0,68,Caucasian (or White),Female,1
14658,125,-1.7740863787375414,-0.2823920265780733,0.0,0.0,32,Caucasian (or White),Male,1
14659,31,0.2026578073089702,0.2458471760797342,1.0,1.0,25,Caucasian (or White),Female,0
14660,77,0.4817275747508307,-0.1993355481727574,1.0,2.0,43,Caucasian (or White),Female,0
14661,101,-0.6378737541528239,-0.0697674418604652,0.0,-1.0,27,Caucasian (or White),Female,1
14662,18,0.3355481727574751,0.3355481727574751,0.0,0.0,44,Caucasian (or White),Female,0
14663,115,-0.0631229235880397,0.6511627906976742,0.0,-1.0,46,Caucasian (or White),Male,1
14664,288,1.5249169435215946,-1.6777408637873754,1.0,0.0,60,Caucasian (or White),Male,0
14665,272,-1.3920265780730898,0.4617940199335546,1.0,2.0,28,Caucasian (or White),Male,0
14666,14,-0.6511627906976742,-0.0332225913621262,0.0,0.0,62,Caucasian (or White),Female,0
14667,161,0.3853820598006643,0.212624584717608,2.0,-1.0,36,African American (or Black),Male,1
14668,85,0.3421926910299002,-1.9534883720930236,0.0,0.0,38,Caucasian (or White),Male,0
14669,246,-1.308970099667774,1.6345514950166111,2.0,2.0,47,African American (or Black),Male,1
14670,214,-0.9036544850498336,1.1561461794019934,-1.0,-1.0,65,Caucasian (or White),Male,0
14671,46,-0.5780730897009967,1.318936877076412,-2.0,-1.0,22,Hispanic American (or Latino),Gender queer/Gender nonconforming,1
14672,207,-0.558139534883721,-0.8538205980066444,0.0,1.0,66,Caucasian (or White),Male,0
14673,34,0.8172757475083055,-1.292358803986711,-1.0,1.0,48,Mixed race or ethnicity,Female,0
14674,55,0.9800664451827245,-0.4119601328903655,0.0,-1.0,44,Caucasian (or White),Female,1
14675,117,-0.3720930232558137,-0.3554817275747508,0.0,1.0,41,Asian American (or Pacific Islander),Female,1
14676,298,-0.903654485049834,1.2757475083056478,0.0,-1.0,25,Asian American (or Pacific Islander),Female,0
14677,60,1.913621262458472,0.8837209302325584,0.0,0.0,27,Caucasian (or White),Female,0
14678,287,0.0764119601328907,0.8073089700996681,0.0,0.0,61,Caucasian (or White),Male,0
14679,77,-0.5249169435215948,0.1295681063122926,1.0,2.0,43,Caucasian (or White),Female,0
14680,146,-0.787375415282392,-0.0232558139534884,1.0,0.0,62,Asian American (or Pacific Islander),Male,0
14681,258,-0.2392026578073092,-0.9534883720930236,0.0,0.0,75,African,Male,0
14682,238,-0.282392026578073,-0.1362126245847177,-1.0,-1.0,37,Hispanic American (or Latino),Female,1
14683,133,-0.1395348837209304,0.9435215946843852,0.0,0.0,73,Caucasian (or White),Male,1
14684,115,-0.691029900332226,0.425249169435216,1.0,-1.0,46,Caucasian (or White),Male,0
14685,145,-0.7441860465116279,0.8970099667774085,1.0,1.0,27,Caucasian (or White),Male,1
14686,235,0.9900332225913622,-1.1428571428571432,2.0,2.0,66,Caucasian (or White),Male,0
14687,245,1.3720930232558135,-0.352159468438538,-1.0,1.0,53,African American (or Black),Male,1
14688,76,0.3687707641196014,-0.1162790697674416,-2.0,1.0,51,Caucasian (or White),Female,0
14689,63,-0.7109634551495017,-0.1794019933554818,-1.0,0.0,32,African American (or Black),Female,1
14690,281,-1.0232558139534884,0.7375415282392028,0.0,0.0,35,African American (or Black),Female,0
14691,91,-1.352159468438538,0.5880398671096345,-1.0,0.0,51,Caucasian (or White),Male,0
14692,76,-0.8372093023255816,-0.86046511627907,-2.0,-1.0,51,Caucasian (or White),Female,1
14693,72,-0.5980066445182723,-0.4418604651162794,-1.0,-1.0,64,Caucasian (or White),Female,1
14694,64,0.3322259136212624,-1.0598006644518274,-2.0,1.0,21,Asian American (or Pacific Islander),Male,1
14695,86,-0.3322259136212624,-1.0631229235880395,1.0,0.0,53,Caucasian (or White),Female,0
14696,182,-0.345514950166113,-0.2558139534883721,1.0,1.0,43,Caucasian (or White),Male,0
14697,15,-0.4186046511627905,0.830564784053156,0.0,-1.0,47,Caucasian (or White),Female,0
14698,98,-0.1495016611295678,0.4086378737541527,0.0,0.0,54,Caucasian (or White),Female,1
14699,57,1.285714285714286,-0.913621262458472,1.0,0.0,38,Caucasian (or White),Male,0
14700,209,0.1993355481727574,0.2757475083056477,2.0,2.0,25,African American (or Black),Male,0
14701,24,0.9335548172757472,0.1694352159468439,0.0,0.0,27,African American (or Black),Female,1
14702,257,-0.903654485049834,1.2757475083056478,1.0,0.0,73,Native American (or American Indian),Male,0
14703,295,1.2524916943521591,-1.1428571428571428,0.0,0.0,25,African American (or Black),Male,0
14704,169,0.3687707641196014,1.0099667774086378,1.0,1.0,49,African American (or Black),Male,1
14705,87,-0.0631229235880397,-0.2857142857142856,0.0,0.0,30,Caucasian (or White),Female,1
14706,79,0.4352159468438539,0.3056478405315617,2.0,2.0,29,Caucasian (or White),Male,1
14707,144,0.7342192691029901,0.0996677740863787,-1.0,-1.0,58,Caucasian (or White),Female,0
14708,206,-2.0365448504983386,0.9435215946843852,0.0,0.0,51,Caucasian (or White),Male,0
14709,85,-1.0730897009966776,0.4950166112956808,1.0,0.0,38,Caucasian (or White),Male,1
14710,44,0.7441860465116279,-0.0996677740863787,-1.0,-1.0,55,Caucasian (or White),Male,1
14711,255,0.2358803986710964,-0.0897009966777409,1.0,0.0,46,Caucasian (or White),Female,0
14712,171,0.558139534883721,-0.8106312292358802,2.0,1.0,62,Caucasian (or White),Male,0
14713,222,1.7176079734219267,-0.0963455149501659,1.0,-1.0,63,Caucasian (or White),Male,1
14714,129,-0.0299003322259134,0.4318936877076411,0.0,0.0,50,Caucasian (or White),Female,0
14715,296,-0.0863787375415281,-0.2292358803986713,2.0,-2.0,27,African American (or Black),Male,0
14716,263,0.9900332225913622,-1.0465116279069764,1.0,1.0,69,Caucasian (or White),Female,0
14717,185,-0.7607973421926912,-0.212624584717608,0.0,0.0,41,Caucasian (or White),Male,0
14718,70,-1.5182724252491693,0.8438538205980064,-2.0,0.0,34,Caucasian (or White),Male,0
14719,217,0.036544850498339,-0.4784053156146179,1.0,1.0,61,Caucasian (or White),Male,1
14720,109,-0.617940199335548,0.2591362126245848,1.0,1.0,49,Caucasian (or White),Male,1
14721,188,0.5382059800664454,0.681063122923588,1.0,2.0,53,Caucasian (or White),Male,1
14722,259,1.9235880398671097,0.0,1.0,0.0,41,African American (or Black),Female,1
14723,25,-0.4152823920265778,-0.0531561461794019,-1.0,-1.0,28,African American (or Black),Female,0
14724,131,-1.255813953488372,0.4883720930232558,-2.0,-1.0,48,Caucasian (or White),Female,0
14725,68,-2.0365448504983386,0.9435215946843852,-2.0,0.0,60,Caucasian (or White),Female,1
14726,251,-1.395348837209302,1.2458471760797345,1.0,0.0,56,Caucasian (or White),Female,0
14727,175,2.142857142857143,0.2956810631229238,0.0,-2.0,24,Caucasian (or White),Male,0
14728,54,-1.7142857142857144,0.3122923588039867,0.0,0.0,26,African American (or Black),Female,1
14729,230,-0.9534883720930232,1.6611295681063123,-2.0,0.0,46,Caucasian (or White),Female,1
14730,1,-0.1029900332225914,-0.3554817275747508,0.0,-1.0,51,African American (or Black),Female,0
14731,27,1.395348837209302,-1.2458471760797345,0.0,0.0,27,Caucasian (or White),Male,1
14732,74,1.0797342192691026,0.963455149501661,-1.0,0.0,39,Caucasian (or White),Female,1
14733,88,-0.3222591362126246,-1.073089700996678,-1.0,-1.0,42,Caucasian (or White),Female,0
14734,155,1.5249169435215946,-1.6777408637873754,0.0,0.0,61,Caucasian (or White),Male,1
14735,293,0.6777408637873754,1.2724252491694354,-1.0,-1.0,36,Caucasian (or White),Male,1
14736,133,1.2159468438538208,-0.9734219269102988,0.0,0.0,73,Caucasian (or White),Male,0
14737,100,0.7740863787375414,-0.9700996677740864,-2.0,0.0,21,Caucasian (or White),Male,0
14738,121,-0.1561461794019933,0.6445182724252492,0.0,0.0,49,Caucasian (or White),Female,0
14739,241,-0.4285714285714284,1.159468438538206,0.0,0.0,64,African American (or Black),Female,1
14740,110,1.5614617940199331,-0.8803986710963456,1.0,0.0,21,Prefer not to answer,Would prefer not to answer,0
14741,165,1.1063122923588038,-0.4784053156146179,0.0,-2.0,34,Asian American (or Pacific Islander),Male,1
14742,233,0.1196013289036543,1.388704318936877,-1.0,1.0,65,Caucasian (or White),Male,1
14743,242,-0.2392026578073092,-1.7043189368770766,-2.0,-2.0,22,African American (or Black),Transgender,0
14744,10,-0.1926910299003323,-1.159468438538206,0.0,-1.0,24,Caucasian (or White),Female,0
14745,39,1.3554817275747508,-0.8372093023255816,-2.0,0.0,57,African American (or Black),Female,1
14746,240,-0.6345514950166113,1.1262458471760797,1.0,1.0,54,Caucasian (or White),Male,0
14747,262,-0.9003322259136213,1.1860465116279073,0.0,-2.0,19,Caucasian (or White),Male,1
14748,208,-2.142857142857143,-0.2956810631229238,-1.0,-1.0,28,Asian American (or Pacific Islander),Male,1
14749,38,0.5780730897009967,0.6677740863787376,-2.0,-1.0,69,African American (or Black),Female,0
14750,43,-0.425249169435216,-0.714285714285714,0.0,1.0,38,Caucasian (or White),Female,1
14751,16,-1.853820598006644,1.2026578073089702,-2.0,0.0,32,African American (or Black),Male,1
14752,165,1.0398671096345518,0.3853820598006647,0.0,-1.0,34,Asian American (or Pacific Islander),Male,1
14753,191,0.2458471760797342,-0.1096345514950165,-2.0,-1.0,70,Native American (or American Indian),Male,1
14754,58,-1.8139534883720927,-0.4817275747508303,2.0,0.0,24,Caucasian (or White),Female,0
14755,63,-0.7607973421926908,-0.0531561461794019,-1.0,0.0,32,African American (or Black),Female,1
14756,68,1.9833887043189369,-0.3122923588039867,-2.0,0.0,60,Caucasian (or White),Female,1
14757,115,-0.3787375415282392,-1.036544850498339,1.0,-1.0,46,Caucasian (or White),Male,0
14758,80,-0.3554817275747508,-0.7308970099667773,-1.0,1.0,40,African American (or Black),Male,1
14759,270,1.255813953488372,-0.940199335548173,0.0,0.0,60,Caucasian (or White),Male,1
14760,227,1.591362126245847,-1.4983388704318936,-1.0,0.0,32,Caucasian (or White),Female,0
14761,51,1.0033222591362128,-0.4684385382059801,0.0,0.0,23,African American (or Black),Female,1
14762,279,0.8471760797342189,-0.5382059800664454,1.0,-1.0,66,Caucasian (or White),Female,1
14763,30,0.8106312292358804,0.963455149501661,-2.0,2.0,36,Caucasian (or White),Male,1
14764,55,-0.8770764119601329,0.4784053156146179,0.0,-1.0,44,Caucasian (or White),Female,1
14765,165,1.681063122923588,-0.7707641196013291,0.0,-1.0,34,Asian American (or Pacific Islander),Male,0
14766,124,1.7707641196013288,-1.7142857142857144,0.0,1.0,36,Caucasian (or White),Male,1
14767,195,-0.1827242524916943,-0.2591362126245848,1.0,0.0,71,Caucasian (or White),Female,0
14768,281,0.0897009966777409,0.043189368770764,0.0,0.0,35,African American (or Black),Female,0
14769,25,-0.1727574750830562,0.3056478405315617,-1.0,-1.0,28,African American (or Black),Female,0
14770,277,0.2225913621262458,0.4518272425249168,-1.0,0.0,36,African American (or Black),Male,0
14771,57,-0.1262458471760799,-1.2358803986710964,0.0,0.0,38,Caucasian (or White),Male,1
14772,95,0.3388704318936875,-0.5049833887043191,1.0,1.0,55,Caucasian (or White),Female,0
14773,65,0.4750830564784052,0.2059800664451825,-2.0,1.0,74,African American (or Black),Female,0
14774,284,0.9335548172757476,-0.5282392026578071,0.0,-1.0,49,Caucasian (or White),Male,1
14775,239,-1.3820598006644516,-0.4385382059800662,1.0,1.0,58,Caucasian (or White),Male,1
14776,34,0.2956810631229234,1.1561461794019934,-1.0,1.0,48,Mixed race or ethnicity,Female,1
14777,149,0.7109634551495017,0.9933554817275748,0.0,0.0,49,African American (or Black),Male,1
14778,249,0.249169435215947,1.4584717607973423,-2.0,-1.0,52,African American (or Black),Male,1
14779,118,0.0764119601328903,0.9335548172757476,0.0,1.0,59,Caucasian (or White),Female,1
14780,94,-0.3720930232558141,0.0299003322259134,-2.0,-2.0,58,Caucasian (or White),Female,0
14781,45,0.3122923588039867,-1.850498338870432,0.0,0.0,65,Caucasian (or White),Female,1
14782,266,-0.750830564784053,0.0066445182724255,0.0,1.0,60,Caucasian (or White),Female,0
14783,20,-1.6744186046511629,1.3189368770764118,-2.0,1.0,30,Caucasian (or White),Female,1
14784,233,-0.7475083056478407,1.5946843853820598,-1.0,-1.0,65,Caucasian (or White),Male,1
14785,81,1.0199335548172757,-1.079734219269103,0.0,-1.0,30,Caucasian (or White),Female,0
14786,198,-1.644518272425249,1.0199335548172757,1.0,1.0,31,Asian American (or Pacific Islander),Female,0
14787,98,1.6179401993355482,-0.3421926910299002,0.0,0.0,54,Caucasian (or White),Female,0
14788,124,1.2890365448504983,0.2691029900332227,0.0,1.0,36,Caucasian (or White),Male,0
14789,119,0.0631229235880397,-0.7109634551495017,-2.0,-1.0,67,African American (or Black),Female,0
14790,269,-0.3421926910299002,1.9534883720930236,-1.0,1.0,35,Caucasian (or White),Female,0
14791,225,0.926910299003322,-1.285714285714286,0.0,0.0,60,Caucasian (or White),Male,0
14792,271,-1.893687707641196,0.8704318936877078,0.0,-1.0,42,Asian American (or Pacific Islander),Female,1
14793,284,-0.8604651162790695,-0.4186046511627905,0.0,0.0,49,Caucasian (or White),Male,1
14794,199,-0.0764119601328903,-0.9335548172757476,0.0,0.0,55,Caucasian (or White),Male,1
14795,123,0.1029900332225914,0.0664451827242524,0.0,-1.0,54,Caucasian (or White),Female,1
14796,273,0.8504983388704317,-0.102990033222591,0.0,0.0,40,Caucasian (or White),Male,1
14797,188,-1.2857142857142856,1.3289036544850497,2.0,2.0,53,Caucasian (or White),Male,1
14798,245,1.0033222591362128,-0.4684385382059801,-1.0,0.0,53,African American (or Black),Male,1
14799,10,-0.9335548172757476,1.382059800664452,0.0,-1.0,24,Caucasian (or White),Female,1
14800,38,0.3853820598006643,-0.0897009966777409,-2.0,-1.0,69,African American (or Black),Female,1
14801,230,-2.016611295681063,0.6877076411960132,-1.0,0.0,46,Caucasian (or White),Female,0
14802,217,0.043189368770764,-1.2425249169435215,1.0,-1.0,61,Caucasian (or White),Male,1
14803,233,-0.9767441860465116,0.6578073089700998,-1.0,0.0,65,Caucasian (or White),Male,0
14804,87,1.2757475083056478,-1.4485049833887045,0.0,0.0,30,Caucasian (or White),Female,0
14805,243,1.5016611295681064,-0.3388704318936879,2.0,2.0,63,Caucasian (or White),Female,1
14806,145,-1.0631229235880395,0.1860465116279068,1.0,1.0,27,Caucasian (or White),Male,1
14807,156,-0.0764119601328903,0.8006644518272426,2.0,1.0,69,Caucasian (or White),Female,1
14808,97,0.3554817275747508,0.6976744186046515,-2.0,0.0,26,Caucasian (or White),Male,1
14809,32,-0.352159468438538,0.6478405315614619,0.0,-1.0,29,Caucasian (or White),Female,1
14810,282,0.0166112956810629,0.0265780730897007,0.0,0.0,40,African American (or Black),Male,1
14811,90,0.0631229235880397,-0.6511627906976742,0.0,-1.0,28,Caucasian (or White),Male,1
14812,6,-1.8637873754152825,0.6611295681063121,-2.0,2.0,24,Caucasian (or White),Gender queer/Gender nonconforming,1
14813,264,-0.7906976744186047,1.3156146179401995,0.0,-2.0,40,Caucasian (or White),Female,0
14814,227,-1.5149501661129563,0.5813953488372094,0.0,0.0,32,Caucasian (or White),Female,0
14815,230,0.3853820598006643,0.212624584717608,-2.0,1.0,46,Caucasian (or White),Female,1
14816,121,1.2093023255813953,-0.5282392026578071,0.0,0.0,49,Caucasian (or White),Female,1
14817,107,-1.1860465116279069,1.4086378737541527,1.0,0.0,55,Caucasian (or White),Female,0
14818,268,-1.7906976744186047,0.0099667774086378,1.0,0.0,54,Caucasian (or White),Female,1
14819,278,0.308970099667774,-0.1661129568106312,-1.0,-1.0,55,Caucasian (or White),Male,0
14820,162,-2.232558139534884,-0.3488372093023257,-2.0,2.0,59,African American (or Black),Male,1
14821,234,1.3355481727574752,-0.4784053156146179,1.0,0.0,48,Caucasian (or White),Male,0
14822,126,1.4318936877076411,-0.558139534883721,1.0,1.0,24,African American (or Black),Male,0
14823,285,-0.9867109634551494,1.8471760797342196,1.0,1.0,39,Caucasian (or White),Female,1
14824,286,0.3787375415282392,0.7541528239202657,0.0,0.0,64,Caucasian (or White),Male,1
14825,110,-0.0664451827242524,1.441860465116279,1.0,2.0,21,Prefer not to answer,Would prefer not to answer,1
14826,97,-0.4518272425249168,-0.2192691029900331,-2.0,-1.0,26,Caucasian (or White),Male,1
